Pair,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,Gross P&L,Fees,Net P&L,Net P&L %,Status,Exit Reason
"ETH/USD","2/25/2026, 6:46:55 PM","2/25/2026, 8:30:26 PM","$2065.76","$2059.13","0.271562","$-1.80","$1.12","$-2.92","-0.52%","closed","stale_underwater"
"ETH/USD","2/25/2026, 6:25:10 PM","2/25/2026, 6:46:54 PM","$2065.89","$2065.76","0.272351","$-0.04","$1.13","$-1.16","-0.21%","closed","underwater_profitable_collapse"
"ETH/USD","2/25/2026, 5:54:54 PM","2/25/2026, 6:25:08 PM","$2072.70","$2065.89","0.361392","$-2.46","$1.50","$-3.96","-0.53%","closed","stale_underwater"
"ETH/USD","2/25/2026, 5:06:59 PM","2/25/2026, 5:54:52 PM","$2055.06","$2072.70","0.364495","$6.43","$1.50","$4.93","0.66%","closed","erosion_cap_exceeded"
"ETH/USD","2/25/2026, 5:01:48 PM","2/25/2026, 5:06:57 PM","$2054.87","$2054.64","0.366730","$-0.08","$1.51","$-1.59","-0.21%","closed","underwater_profitable_collapse"
"ETH/USD","2/25/2026, 4:20:22 PM","2/25/2026, 5:01:37 PM","$2027.13","$2047.95","0.370746","$7.72","$1.51","$6.21","0.83%","closed","erosion_cap_exceeded"
"ETH/USD","2/25/2026, 3:57:12 PM","2/25/2026, 4:20:20 PM","$2014.00","$2027.13","0.372234","$4.89","$1.50","$3.38","0.45%","closed","erosion_cap_exceeded"
"ETH/USD","2/25/2026, 3:16:30 PM","2/25/2026, 3:57:10 PM","$1992.41","$2014.00","0.376429","$8.13","$1.51","$6.62","0.88%","closed","erosion_cap_exceeded"
"BTC/USD","2/25/2026, 3:00:14 PM","2/25/2026, 7:46:55 PM","$67009.82","$68900.35","0.004726","$8.93","$0.64","$8.29","2.62%","closed","momentum_failure_late"
"ETH/USD","2/25/2026, 12:31:53 PM","2/25/2026, 2:39:42 PM","$1937.03","$1965.18","0.206502","$5.81","$0.81","$5.01","1.25%","closed","erosion_cap_exceeded"
